new_name,original_name
00953.png,Vacancy_CdTe_9.png
00954.png,Vacancy_CdTe_90.png
00955.png,Vacancy_CdTe_91.png
00956.png,Vacancy_CdTe_92.png
00957.png,Vacancy_CdTe_93.png
00958.png,Vacancy_CdTe_94.png
00959.png,Vacancy_CdTe_95.png
00960.png,Vacancy_CdTe_96.png
00961.png,Vacancy_CdTe_97.png
00962.png,Vacancy_CdTe_98.png
00963.png,Vacancy_CdTe_99.png
00964.png,interstitial_0.png
00965.png,interstitial_1.png
00966.png,interstitial_10.png
00967.png,interstitial_100.png
00968.png,interstitial_101.png
00969.png,interstitial_102.png
00970.png,interstitial_103.png
00971.png,interstitial_104.png
00972.png,interstitial_105.png
00973.png,interstitial_106.png
00974.png,interstitial_107.png
00975.png,interstitial_108.png
00976.png,interstitial_109.png
00977.png,interstitial_11.png
00978.png,interstitial_110.png
00979.png,interstitial_111.png
00980.png,interstitial_112.png
00981.png,interstitial_113.png
00982.png,interstitial_114.png
00983.png,interstitial_115.png
00984.png,interstitial_116.png
00985.png,interstitial_117.png
00986.png,interstitial_118.png
00987.png,interstitial_119.png
00988.png,interstitial_12.png
00989.png,interstitial_120.png
00990.png,interstitial_121.png
00991.png,interstitial_122.png
00992.png,interstitial_123.png
00993.png,interstitial_124.png
00994.png,interstitial_125.png
00995.png,interstitial_126.png
00996.png,interstitial_127.png
00997.png,interstitial_128.png
00998.png,interstitial_129.png
00999.png,interstitial_13.png
01000.png,interstitial_130.png
01001.png,interstitial_131.png
01002.png,interstitial_132.png
01003.png,interstitial_133.png
01004.png,interstitial_134.png
01005.png,interstitial_135.png
01006.png,interstitial_136.png
01007.png,interstitial_137.png
01008.png,interstitial_138.png
01009.png,interstitial_139.png
01010.png,interstitial_14.png
01011.png,interstitial_140.png
01012.png,interstitial_141.png
01013.png,interstitial_142.png
01014.png,interstitial_143.png
01015.png,interstitial_144.png
01016.png,interstitial_145.png
01017.png,interstitial_146.png
01018.png,interstitial_147.png
01019.png,interstitial_148.png
01020.png,interstitial_149.png
01021.png,interstitial_15.png
01022.png,interstitial_150.png
01023.png,interstitial_151.png
01024.png,interstitial_152.png
01025.png,interstitial_153.png
01026.png,interstitial_154.png
01027.png,interstitial_16.png
01028.png,interstitial_17.png
01029.png,interstitial_18.png
01030.png,interstitial_19.png
01031.png,interstitial_2.png
01032.png,interstitial_20.png
01033.png,interstitial_21.png
01034.png,interstitial_22.png
01035.png,interstitial_23.png
01036.png,interstitial_24.png
01037.png,interstitial_25.png
01038.png,interstitial_26.png
01039.png,interstitial_27.png
01040.png,interstitial_28.png
01041.png,interstitial_29.png
01042.png,interstitial_3.png
01043.png,interstitial_30.png
01044.png,interstitial_31.png
01045.png,interstitial_32.png
01046.png,interstitial_33.png
01047.png,interstitial_34.png
01048.png,interstitial_35.png
01049.png,interstitial_36.png
01050.png,interstitial_37.png
01051.png,interstitial_38.png
01052.png,interstitial_39.png
01053.png,interstitial_4.png
01054.png,interstitial_40.png
01055.png,interstitial_41.png
01056.png,interstitial_42.png
01057.png,interstitial_43.png
01058.png,interstitial_44.png
01059.png,interstitial_45.png
01060.png,interstitial_46.png
01061.png,interstitial_47.png
01062.png,interstitial_48.png
01063.png,interstitial_49.png
01064.png,interstitial_5.png
01065.png,interstitial_50.png
01066.png,interstitial_51.png
01067.png,interstitial_52.png
01068.png,interstitial_53.png
01069.png,interstitial_54.png
01070.png,interstitial_55.png
01071.png,interstitial_56.png
01072.png,interstitial_57.png
01073.png,interstitial_58.png
01074.png,interstitial_59.png
01075.png,interstitial_6.png
01076.png,interstitial_60.png
01077.png,interstitial_61.png
01078.png,interstitial_62.png
01079.png,interstitial_63.png
01080.png,interstitial_64.png
01081.png,interstitial_65.png
01082.png,interstitial_66.png
01083.png,interstitial_67.png
01084.png,interstitial_68.png
01085.png,interstitial_69.png
01086.png,interstitial_7.png
01087.png,interstitial_70.png
01088.png,interstitial_71.png
01089.png,interstitial_72.png
01090.png,interstitial_73.png
01091.png,interstitial_74.png
01092.png,interstitial_75.png
01093.png,interstitial_76.png
01094.png,interstitial_77.png
01095.png,interstitial_78.png
01096.png,interstitial_79.png
01097.png,interstitial_8.png
01098.png,interstitial_80.png
01099.png,interstitial_81.png
01100.png,interstitial_82.png
01101.png,interstitial_83.png
01102.png,interstitial_84.png
01103.png,interstitial_85.png
01104.png,interstitial_86.png
01105.png,interstitial_87.png
01106.png,interstitial_88.png
01107.png,interstitial_89.png
01108.png,interstitial_9.png
01109.png,interstitial_90.png
01110.png,interstitial_91.png
01111.png,interstitial_92.png
01112.png,interstitial_93.png
01113.png,interstitial_94.png
01114.png,interstitial_95.png
01115.png,interstitial_96.png
01116.png,interstitial_97.png
01117.png,interstitial_98.png
01118.png,interstitial_99.png
